mandt,matnr,spras,maktx,maktg,operation_flag,is_deleted,recordstamp
800,FI7-T-PRD-CZ30,1,Monitor-component cz-30,MONITOR-COMPONENT CZ-30,I,False,2021-03-31 02:53:44.055865+00:00
800,FIO-T-PRD-CZ30,1,Monitor-component cz-30,MONITOR-COMPONENT CZ-30,I,False,2021-03-31 02:53:44.055865+00:00
800,FI4-T-PRD-CZ30,1,Monitor-component cz-30,MONITOR-COMPONENT CZ-30,I,False,2021-03-31 02:53:44.055865+00:00
800,FI1-T-PRD-CZ30,1,Monitor-component cz-30,MONITOR-COMPONENT CZ-30,I,False,2021-03-31 02:53:44.055865+00:00
800,FI9-T-PRD-CZ30,1,Monitor-component cz-30,MONITOR-COMPONENT CZ-30,I,False,2021-03-31 02:53:44.055865+00:00
800,FI4-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FIO-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI2-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI9-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,MRP-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI8-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI5-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI3-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI7-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI1-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI6-T-PRD-CZ31,1,Monitor-component cz-31,MONITOR-COMPONENT CZ-31,I,False,2021-03-31 02:53:44.055865+00:00
800,FI1-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,MRP-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI8-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI6-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI5-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI7-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FIO-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI2-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI9-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI3-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI4-T-PRD-CZ32,1,Monitor-component cz-32,MONITOR-COMPONENT CZ-32,I,False,2021-03-31 02:53:44.055865+00:00
800,FI5-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,MRP-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI1-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI2-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI7-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI9-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI8-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI3-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI4-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FIO-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,FI6-T-PRD-CZ33,1,Monitor-component cz-33,MONITOR-COMPONENT CZ-33,I,False,2021-03-31 02:53:44.055865+00:00
800,DPC2200,1,Motherboard MX 3000 SRM,MOTHERBOARD MX 3000 SRM,I,False,2021-03-31 02:53:44.055865+00:00
800,DPC2200,D,Motherboard MX 3000 SRM,MOTHERBOARD MX 3000 SRM,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS504,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS508,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS525,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS511,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS506,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,1400-400,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS510,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS519,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS520,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS524,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS526,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS507,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS527,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS521,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS509,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS522,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS501,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS517,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS518,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS516,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS530,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS529,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS503,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS512,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS505,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS528,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS514,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS515,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS523,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS513,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,T-AS502,D,Motorradhelm - Standard,MOTORRADHELM - STANDARD,I,False,2021-03-31 02:53:44.055865+00:00
800,DPC7710,1,MP-B3 Motherboard - SRM,MP-B3 MOTHERBOARD - SRM,I,False,2021-03-31 02:53:44.055865+00:00
800,1400-510,J,MSI 350 オートバイ,MSI 350 オートバイ,I,False,2021-03-31 02:53:44.055865+00:00
800,1300-1401,1,MSI 750 cc Touring Bike,MSI 750 CC TOURING BIKE,I,False,2021-03-31 02:53:44.055865+00:00
800,3300-260,1,MSI Rear Shock Absorber,MSI REAR SHOCK ABSORBER,I,False,2021-03-31 02:53:44.055865+00:00
800,FSB-0013,D,Multi Electronics Aktie,MULTI ELECTRONICS AKTIE,I,False,2021-03-31 02:53:44.055865+00:00
800,FSB-0013,1,Multi Electronics Share,MULTI ELECTRONICS SHARE,I,False,2021-03-31 02:53:44.055865+00:00
800,CPB10300,D,My Beer 20 L returnable,MY BEER 20 L RETURNABLE,I,False,2021-03-31 02:53:44.055865+00:00
800,300-150,D,Natriumhydrogenkarbonat,NATRIUMHYDROGENKARBONAT,I,False,2021-03-31 02:53:44.055865+00:00
800,AZ2-731,1,navigation system - CPU,NAVIGATION SYSTEM - CPU,I,False,2021-03-31 02:53:44.055865+00:00
800,AZ2-731,D,Navigationssystem - CPU,NAVIGATIONSSYSTEM - CPU,I,False,2021-03-31 02:53:44.055865+00:00
800,NC-101,D,NC machinery series 101,NC MACHINERY SERIES 101,I,False,2021-03-31 02:53:44.055865+00:00
800,NC-102,1,NC machinery series 102,NC MACHINERY SERIES 102,I,False,2021-03-31 02:53:44.055865+00:00
800,NC-101,1,NC machinery series 102,NC MACHINERY SERIES 102,I,False,2021-03-31 02:53:44.055865+00:00
800,NC-102,D,NC machinery series 102,NC MACHINERY SERIES 102,I,False,2021-03-31 02:53:44.055865+00:00
800,NC-103,1,NC machinery series 103,NC MACHINERY SERIES 103,I,False,2021-03-31 02:53:44.055865+00:00
800,NC-103,D,NC machinery series 103,NC MACHINERY SERIES 103,I,False,2021-03-31 02:53:44.055865+00:00
800,DPC9-POWER-DY,D,Netzteil Dummybaugruppe,NETZTEIL DUMMYBAUGRUPPE,I,False,2021-03-31 02:53:44.055865+00:00
800,PI1-RM4A-NEW,1,New RM #1 - Scenario IV,NEW RM #1 - SCENARIO IV,I,False,2021-03-31 02:53:44.055865+00:00
800,PI1-RM4B-NEW,1,New RM #2 - Scenario IV,NEW RM #2 - SCENARIO IV,I,False,2021-03-31 02:53:44.055865+00:00
800,RTOM-N95PWRKT,1,Noko N95 More Power Kit,NOKO N95 MORE POWER KIT,I,False,2021-03-31 02:53:44.055865+00:00
800,RTOM-N95PWRKT,D,Noko N95 More Power Kit,NOKO N95 MORE POWER KIT,I,False,2021-03-31 02:53:44.055865+00:00
800,US-04-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,ISU-ECONS,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-03-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-10-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-22-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-11-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-20-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-20-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-12-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,ISU-HEA,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-06-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-21-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-07-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-24-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-18-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-11-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-05-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,000000000000001889,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-19-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,000000000000001887,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,ISU-ECONTROL,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-08-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-14-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-04-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-01-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-15-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-20-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-17-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-12-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-18-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-18-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-07-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-14-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-02-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-23-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-09-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-24-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-02-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,ISU-TINSPECT,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-13-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-10-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,HT-1011,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-11-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-22-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-03-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-19-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-23-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-21-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-07-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-02-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-05-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-19-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-04-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,000000000000001837,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-24-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-06-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-06-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-08-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-23-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-17-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-01-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-12-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-15-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-16-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-16-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-05-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-16-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-21-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,ISU-ITIMAGE,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-13-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-01-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-09-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-14-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-08-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-10-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-17-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-03-2000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-22-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-09-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-15-3000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,US-13-1000,S,Notebook Profesional 17,NOTEBOOK PROFESIONAL 17,I,False,2021-03-31 02:53:44.055865+00:00
800,IT1002,1,Notebook Starworld 1000,NOTEBOOK STARWORLD 1000,I,False,2021-03-31 02:53:44.055865+00:00
800,IT1002,D,Notebook Starworld 1000,NOTEBOOK STARWORLD 1000,I,False,2021-03-31 02:53:44.055865+00:00
800,ITIL05,D,Notebook Starworld 3000,NOTEBOOK STARWORLD 3000,I,False,2021-03-31 02:53:44.055865+00:00
800,ITIL05,J,Notebook Starworld 3000,Notebook Starworld 3000,I,False,2021-03-31 02:53:44.055865+00:00
800,PI1-RM4A-OLD,1,Old RM #1 - Scenario IV,OLD RM #1 - SCENARIO IV,I,False,2021-03-31 02:53:44.055865+00:00
800,PI1-RM4B-OLD,1,Old RM #2 - Scenario IV,OLD RM #2 - SCENARIO IV,I,False,2021-03-31 02:53:44.055865+00:00
800,OM-G3-700,1,OMCOMIS 3G Communicator,OMCOMIS 3G COMMUNICATOR,I,False,2021-03-31 02:53:44.055865+00:00
800,GP-700,1,OMCOMIS 3GP Game Player,OMCOMIS 3GP GAME PLAYER,I,False,2021-03-31 02:53:44.055865+00:00
800,OM-GP-700,1,OMCOMIS 3GP Game Player,OMCOMIS 3GP GAME PLAYER,I,False,2021-03-31 02:53:44.055865+00:00
800,OM-GP-700,D,OMCOMIS 3GP Game Player,OMCOMIS 3GP GAME PLAYER,I,False,2021-03-31 02:53:44.055865+00:00
800,T-PC92,1,Operating system manual,OPERATING SYSTEM MANUAL,I,False,2021-03-31 02:53:44.055865+00:00
800,HT-1142,J,OSハードドライブ,OSハードドライブ,I,False,2021-03-31 02:53:44.055865+00:00
800,N-2300-4,1,Outdoor Cabinet  Medium,OUTDOOR CABINET  MEDIUM,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA16,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA12,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA14,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO15,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA03,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO22,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO23,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO17,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO04,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO13,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO26,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO07,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO29,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO27,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA11,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO11,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA13,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO05,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA08,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA15,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA28,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA01,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA19,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATA20,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
800,T-ATO16,S,Pantalla plana MS 1775P,PANTALLA PLANA MS 1775P,I,False,2021-03-31 02:53:44.055865+00:00
